t,sin,cos
0,0.0,1.0
1,0.0012566367307023255,0.9999992104317518
2,0.0025132714770037265,0.9999968417282541
3,0.0037699022545064132,0.9999928938932473
4,0.005026527078818862,0.9999873669329657
5,0.006283143965558951,0.9999802608561371
6,0.007539750930357091,0.999971575673983
7,0.008796345988859365,0.9999613114002183
8,0.010052927156730652,0.9999494680510518
9,0.01130949244965777,0.9999360456451858
10,0.012566039883352607,0.9999210442038161
11,0.013822567473555248,0.999904463750632
12,0.015079073236037119,0.9998863043118164
13,0.016335555186604112,0.9998665659160453
14,0.017592011341099723,0.9998452485944885
15,0.018848439715408175,0.999822352380809
16,0.020104838325457577,0.999797877311163
17,0.021361205187223026,0.9997718234241998
18,0.022617538316729753,0.9997441907610622
19,0.02387383573005627,0.9997149793653861
20,0.02513009544333748,0.9996841892832999
21,0.026386315472767815,0.9996518205634257
22,0.027642493834604376,0.999617873256878
23,0.028898628545170082,0.9995823474172643
24,0.030154717620856752,0.9995452431006845
25,0.03141075907812829,0.9995065603657316
26,0.032666750933523794,0.9994662992734908
27,0.033922691203660676,0.99942445988754
28,0.035178577905237825,0.9993810422739492
29,0.03643440905503871,0.9993360465012808
30,0.03769018266993454,0.9992894726405892
31,0.03894589676688735,0.9992413207654209
32,0.0402015493629532,0.9991915909518144
33,0.04145713847528524,0.9991402832782997
34,0.042712662121136884,0.9990873978258987
35,0.0439681183178649,0.9990329346781247
36,0.04522350508293261,0.9989768939209825
37,0.04647882043391296,0.9989192756429681
38,0.04773406238849164,0.9988600799350685
39,0.04898922896447029,0.998799306890762
40,0.050244318179769556,0.9987369566060175
41,0.05149932805243224,0.9986730291792945
42,0.05275425660062647,0.9986075247115431
43,0.05400910184264876,0.998540443306204
44,0.05526386179692718,0.9984717850692078
45,0.05651853448202453,0.998401550108975
46,0.05777311791664134,0.9983297385364166
47,0.05902761011961915,0.9982563504649326
48,0.06028200910994352,0.9981813860104127
49,0.06153631290674722,0.9981048452912363
50,0.06279051952931337,0.9980267284282716
51,0.06404462699707851,0.9979470355448755
52,0.06529863332963576,0.9978657667668942
53,0.06655253654673796,0.9977829222226622
54,0.06780633466830076,0.9976985020430021
55,0.0690600257144058,0.9976125063612252
56,0.0703136077053038,0.9975249353131302
57,0.07156707866141768,0.9974357890370038
58,0.07282043660334571,0.9973450676736202
59,0.07407367955186461,0.9972527713662408
60,0.07532680552793272,0.9971589002606139
61,0.07657981255269306,0.997063454504975
62,0.07783269864747652,0.9969664342500459
63,0.07908546183380492,0.9968678396490348
64,0.08033810013339422,0.9967676708576361
65,0.08159061156815754,0.9966659280340299
66,0.08284299416020839,0.996562611338882
67,0.08409524593186368,0.9964577209353437
68,0.08534736490564696,0.9963512569890512
69,0.08659934910429143,0.9962432196681256
70,0.08785119655074317,0.9961336091431725
71,0.08910290526816421,0.9960224255872819
72,0.09035447327993558,0.995909669176028
73,0.09160589860966059,0.9957953400874683
74,0.09285717928116784,0.9956794385021441
75,0.09410831331851431,0.99556196460308
76,0.09535929874598863,0.9954429185757832
77,0.09661013358811403,0.9953223006082436
78,0.09786081586965154,0.9952001108909334
79,0.09911134361560317,0.9950763496168069
80,0.1003617148512149,0.9949510169813002
81,0.10161192760197983,0.9948241131823303
82,0.10286197989364144,0.994695638420296
83,0.10411186975219654,0.9945655928980761
84,0.10536159520389837,0.9944339768210305
85,0.10661115427525991,0.9943007903969989
86,0.10786054499305682,0.9941660338363008
87,0.10910976538433059,0.9940297073517352
88,0.11035881347639175,0.9938918111585803
89,0.11160768729682287,0.9937523454745929
90,0.11285638487348168,0.9936113105200084
91,0.1141049042345043,0.9934687065175403
92,0.11535324340830823,0.9933245336923797
93,0.11660140042359549,0.9931787922721952
94,0.11784937330935587,0.9930314824871325
95,0.11909716009486973,0.9928826045698137
96,0.12034475880971149,0.9927321587553374
97,0.12159216748375247,0.992580145281278
98,0.1228393841471641,0.9924265643876858
99,0.12408640683042105,0.9922714163170857
100,0.12533323356430426,0.9921147013144779
101,0.12657986237990412,0.9919564196273365
102,0.1278262913086236,0.9917965715056102
103,0.12907251838218126,0.9916351572017208
104,0.13031854163261453,0.9914721769705636
105,0.1315643590922825,0.9913076310695066
106,0.13280996879386942,0.9911415197583903
107,0.13405536877038754,0.990973843299527
108,0.1353005570551803,0.9908046019577008
109,0.1365455316819254,0.9906337960001669
110,0.13779029068463808,0.9904614256966512
111,0.13903483209767384,0.99028749131935
112,0.14027915395573198,0.9901119931429293
113,0.14152325429385842,0.9899349314445247
114,0.14276713114744893,0.9897563065037409
115,0.14401078255225216,0.9895761186026509
116,0.1452542065443728,0.9893943680257962
117,0.14649740116027463,0.9892110550601856
118,0.14774036443678365,0.9890261799952953
119,0.14898309441109123,0.9888397431230684
120,0.15022558912075706,0.9886517447379141
121,0.15146784660371243,0.9884621851367074
122,0.1527098648982632,0.9882710646187888
